Time,A0
31223,478
31235,479
31246,478
31257,478
31269,478
31281,479
31292,479
31303,479
31314,479
31326,478
31338,478
31349,479
31361,478
31372,478
31383,478
31394,478
31407,478
31418,478
31429,478
31440,478
31452,479
31463,478
31475,478
31486,478
31498,478
31509,478
31520,478
31532,479
31544,478
31555,478
31566,478
31578,478
31589,478
31601,478
31612,478
31624,478
31635,478
31646,478
31657,478
31670,478
31681,478
31692,478
31704,478
31715,478
31726,478
31738,478
31750,478
31761,478
31772,478
31783,478
31795,478
31807,478
31818,479
31830,478
31841,478
31852,478
31863,478
31876,478
31887,478
31898,478
31909,478
31921,478
31933,478
31944,478
31955,478
31967,478
31978,478
31989,478
32002,479
32013,478
32024,478
32035,478
32047,478
32058,478
32070,478
32081,478
32093,479
32104,478
32115,478
32126,478
32139,478
32150,478
32161,478
32173,478
32184,478
32195,478
32207,478
32219,478
32230,478
32241,478
32252,478
32264,478
32276,478
32287,478
32299,478
32310,478
32321,478
32333,478
32345,478
32356,478
32367,478
32378,478
32390,478
32402,478
32413,478
32424,478
32436,478
32447,478
32458,478
32471,478
32482,478
32493,478
32504,478
32516,478
32527,478
32539,478
32550,478
32562,478
32573,478
32584,478
32595,478
32608,478
32619,478
32630,478
32642,478
32653,478
32665,478
32676,478
32688,478
32699,478
32710,478
32721,478
32734,478
32745,478
32756,478
32768,478
32779,478
32790,478
32802,478
32814,478
32825,478
32836,478
32847,478
32859,477
32871,477
32882,477
32893,478
32905,477
32916,478
32927,477
32940,477
32951,477
32962,477
32973,477
32985,477
32996,477
33008,477
33019,478
33031,477
33042,477
33053,477
33065,477
33077,477
33088,477
33099,478
33111,477
33122,477
33134,478
33145,477
33157,477
33168,477
33179,477
33190,477
33203,477
33214,477
33225,477
33236,477
33248,477
33259,477
33271,477
33283,477
33294,477
33305,477
33316,477
33328,477
33340,477
33351,477
33362,477
33374,477
33385,477
33397,477
33409,477
33420,477
33431,477
33442,477
33454,477
33466,477
33477,477
33488,477
33500,477
33511,477
33522,477
33534,477
33546,477
33557,477
33568,477
33580,477
33591,477
33603,477
33614,477
33626,476
33637,476
33648,477
33659,476
33672,476
33683,477
33694,476
33705,477
33717,477
33728,477
33740,476
33752,476
33763,476
33774,476
33785,476
33798,476
33809,476
33820,476
33831,476
33843,476
33854,476
33866,476
33878,476
33889,477
33900,476
33911,476
33923,476
33935,476
33946,476
33957,476
33969,476
33980,476
33991,477
34003,476
34015,476
34026,476
34037,476
34049,476
34060,476
34072,476
34083,476
34095,476
34106,476
34117,476
34129,476
34141,476
34152,476
34163,476
34174,476
34186,476
34198,476
34209,476
34221,475
34232,476
34243,476
34254,476
34267,476
34278,476
34289,476
34300,476
34312,476
34323,476
34335,475
34347,476
34358,476
34369,476
34380,476
34392,475
34404,476
34415,476
34426,475
34438,476
34449,475
34460,476
34472,476
34484,476
34495,475
34506,475
34518,476
34530,475
34541,475
34552,475
34564,475
34575,475
34586,475
34598,476
34610,475
34621,475
34632,475
34643,475
34655,475
34667,475
34678,475
34690,475
34701,475
34712,475
34723,475
34736,475
34747,475
34758,475
34769,475
34781,475
34792,475
34804,475
34816,475
34827,475
34838,475
34849,475
34862,475
34873,475
34884,475
34895,475
34907,475
34918,475
34930,475
34941,475
34953,475
34964,475
34975,475
34987,475
34999,475
35010,474
35021,474
35033,474
35044,475
35055,475
35067,474
35079,475
35090,475
35101,474
35112,475
35124,474
35136,475
35147,474
35159,474
35170,474
35181,474
35192,474
35205,474
35216,475
35227,474
35238,474
35250,474
35262,474
35273,474
35284,474
35296,474
35307,474
35318,474
35331,474
35342,474
35353,47
